BAL,1,1,15:00,RAV 20,1:30,9,Punt
BAL,2,1,9:28,RAV 20,2:20,-1,Punt
BAL,3,1,1:41,RAV 20,1:41,9,Punt
BAL,4,2,12:46,RAV 14,4:53,74,Interception
BAL,5,2,3:08,RAV 3,3:06,97,Touchdown
BAL,6,3,11:32,RAV 25,5:18,75,Touchdown
BAL,7,3,3:07,RAV 6,1:43,-5,Punt
BAL,8,4,12:41,RAV 20,4:32,80,Touchdown
BAL,9,4,6:28,RAV 19,2:54,81,Touchdown
BAL,10,4,2:21,MIA 49,2:21,23,End of Game
MIA,1,1,13:30,MIA 36,4:02,36,Field Goal
MIA,2,1,7:08,MIA 34,5:27,66,Touchdown
MIA,3,2,15:00,MIA 31,2:14,15,Punt
MIA,4,2,7:53,MIA 20,4:45,19,Punt
MIA,5,2,0:02,MIA 20,0:02,-1,End of Half
MIA,6,3,15:00,MIA 20,3:28,20,Punt
MIA,7,3,6:14,MIA 29,3:07,19,Punt
MIA,8,3,1:24,RAV 43,3:43,27,Field Goal
MIA,9,4,8:09,MIA 20,1:41,4,Punt
MIA,10,4,3:34,MIA 16,1:13,33,Downs
