NYG,1,1,12:59,CRD 46,4:21,46,Touchdown
NYG,2,1,5:46,NYG 19,1:56,44,Interception
NYG,3,1,1:08,NYG 9,3:24,21,Punt
NYG,4,2,8:26,NYG 34,3:25,16,Punt
NYG,5,2,0:14,NYG 32,0:10,0,Interception
NYG,6,2,0:04,None,0:04,0,End of Half
NYG,7,3,15:00,NYG 25,2:11,29,Fumble
NYG,8,3,11:54,NYG 17,2:24,5,Punt
NYG,9,3,2:37,NYG 36,1:03,5,Downs
NYG,10,3,0:54,NYG 31,1:50,0,Punt
NYG,11,4,10:36,NYG 35,2:05,27,Punt
NYG,12,4,2:13,NYG 20,1:02,28,Downs
ARI,1,1,15:00,CRD 25,2:01,-6,Punt
ARI,2,1,8:38,CRD 25,2:52,11,Punt
ARI,3,1,3:50,CRD 33,2:42,20,Punt
ARI,4,2,12:44,CRD 18,4:18,48,Downs
ARI,5,2,5:01,CRD 19,4:47,57,Missed FG
ARI,6,3,12:49,CRD 46,0:55,0,Punt
ARI,7,3,9:30,CRD 18,6:53,20,Punt
ARI,8,3,1:34,NYG 40,0:40,7,Fumble
ARI,9,4,14:04,CRD 33,3:28,67,Touchdown
ARI,10,4,8:31,CRD 22,6:18,78,Touchdown
ARI,11,4,1:11,NYG 48,1:11,-2,End of Game
